token	normalised
.	.
&	et
quasi	quasi
palliũ	pallium
mutabis	mutabis
eos	eos
&	et
mutabuntur	mutabuntur
.	.
Tu	Tu
aut̃	autem
idẽ	idem
ipse	ipse
es	es
.	.
&	et

anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
inhabitabunt	inhabitabunt
.	.
&	et
sem̃	semen
eoꝝ	eorum
ꝑseuerabit	perseuerabit
Domine	Domine
exaudi	exaudi
or̃oem	orationem
meam	meam
	
	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat

.	.
Non	Non
auertas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
	
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
In	In
quacumq	quacumque
die	die
inuocauero	inuocauero
te	te
	
uelociter	uelociter

exaudi	exaudi
me	me
.	.
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
m̃i	mei
	
	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
arruerunt	arruerunt
.	.
Percussus	Percussus
sum	sum
ut	ut
fenum	fenum
	et
aruit	aruit
cor	cor
meũ	meum

	
quia	quia
obliti	obliti
sunt	sunt
comedere	comedere
panem	panem
meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
Similis	Similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
	
factus	factus

sũ	sum
nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
	et
factus	factus
sum	sum
sicut	sicut
passer	passer
	
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
	
	et
qui	qui

laudabant	laudabant
me	me
aduersum	aduersum
me	me
iurabant	iurabant
.	.
Quia	Quia
cinerem	cinerem
tanqͣm	tanquam
panem	panem
manducabam	manducabam
	
	et
potũ	potum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
	et
indignationis	indignationis
tue	tue

	
quia	quia
eleuans	eleuans
alisisti	alisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃t	declinauerunt
	
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
Tu	Tu
autem	autem
dñe	domine
in	in
eternum	eternum
ꝑmanes	permanes
	

tuuis	tuuis
	
	et
lapides	lapides
eius	eius
terre	terre
ei᷒	eius
miserebuntur	miserebuntur
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuũ	tuum
domine	domine
	
	et
omnes	omnes
reges	reges
terre	terre
gl̃am	gloriam
tuam	tuam
.	.
Quia	Quia
edificauit	edificauit

dominus	dominus
syon	syon
	
et	et
uidebitur	uidebitur
in	in
gl̃a	gloria
sua	sua
.	.
Respexit	Respexit
in	in
orationem	orationem
humilium	humilium
	
	et
non	non
spreuit	spreuit
precem	precem
eorum	eorum
.	.
Scribantur	Scribantur
hec	hec
in	in
generatione	generatione
altera	altera

	
et	et
ppl̃ous	populous
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dominus	dominus
de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemitus	gemitus

compeditorum	compeditorum
	
ut	ut
solueret	solueret
filioᷤ	filios
interemptorum	interemptorum
.	.
Ut	Ut
annuntient	annuntient
in	in
syon	syon
nom̃	nomen
domini	domini
	
et	et
laudem	laudem
eius	eius
in	in
ierl̃m	ierusalem
.	.
In	In
conueniendo	conueniendo
populos	populos
in	in
unum	unum

	
et	et
reges	reges
ut	ut
seruiant	seruiant
domino	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
	
paucitatem	paucitatem
dierũ	dierum
meorum	meorum
nuntia	nuntia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio

dierum	dierum
meoꝝ	meorum
	
in	in
generatione	generatione
	et
generatõem	generationem
anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
	
	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
.	.
Ipsi	Ipsi
ꝑibunt	peribunt

tu	tu
autem	autem
ꝑmanes	permanes
	
et	et
om̃s	omnes
sicut	sicut
uestimentum	uestimentum
uet̃ascent	ueterascent
.	.
Et	Et
sicut	sicut
oꝑtorium	opertorium
mutabis	mutabis
eos	eos
	et
mutabuntur	mutabuntur
	
tu	tu
autẽ	autem
idem	idem
ipse	ipse
est	est
	et
anni	anni

tui	tui
non	non
deficient	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuorum	tuorum
habitabunt	habitabunt
	
et	et
semen	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
	
⁊	et
clamor	clamor
m̃us	meus
ad	ad

te	te
ueniat	ueniat
.	.
Nõ	Non
aũtas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
	
in	in
qͣc̃q	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tua	tua
.	.
̃	m
In	In
qͣc̃q	quacumque
die	die
inuocaũo	inuocauero

te	te
	
uelocit̃	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecer̃t	defecerunt
sic̃	sicut
fum᷒	fumus
dies	dies
m̃i	mei
	
⁊	et
ossa	ossa
m̃a	mea
sic̃	sicut
cremiũ	cremium
aruer̃t	aruerunt
.	.
Percussus	Percussus
sũ	sum
ut	ut
fenu	fenu
.	.

̃	m
⁊	et
aruit	aruit
cor	cor
meũ	meum
	
	quia
oblit᷒	oblitus
sũ	sum
comed̃e	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit᷒	gemitus
m̃i	mei
	
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
Simil̃	Similis

factus	factus
sũ	sum
pellicano	pellicano
solitudinis	solitudinis
	
fact᷒	factus
sum	sum
sic̃	sicut
niticorax	niticorax
in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
	
⁊	et
fact᷒	factus
sũ	sum
sic̃	sicut
passer	passer
solitari᷒	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die

exꝓbrabãt	exprobrabant
mͥ	michi
inimici	inimici
m̃i	mei
	
⁊	et
qui	qui
laudabãt	laudabant
me	me
aduersũ	aduersum
me	me
iurabãt	iurabant
.	.
Quia	Quia
cinerẽ	cinerem
tãꝙͣ	tamquam
panẽ	panem
manducabã	manducabam
	
⁊	et
pocl̃m	poculuum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam

.	.
A	A
facie	facie
ire	ire
indignatõis	indignationis
tue	tue
	
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
m̃i	mei
sic̃	sicut
umbra	umbra
declinauer̃t	declinauerunt
	
⁊	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu

ã	autem
dñe	domine
in	in
et̃nũ	eternum
ꝑmanes	permanes
⁊	et
memoriale	memoriale
tuũ	tuum
in	in
gñatõnẽ	generationem
⁊	et
gñatõnẽ	generationem
.	.
Tu	Tu
exurgens	exurgens
dñe	domine
misereb̃is	misereberis
syon	syon
	
	quia
tẽp᷒	tempus
miserendi	miserendi
eius	eius
.	.
	quia

t̃re	terre
gl̃iã	gloriam
tuam	tuam
.	.
Quia	Quia
edificabit	edificabit
dñs	dominus
syõ	syon
	
⁊	et
uidebitur	uidebitur
ĩ	in
gl̃a	gloria
sua	sua
.	.
Respex̃	Respexit
in	in
or̃onẽ	orationem
humiliũ	humilium
	
⁊	et
nõ	non
suit	spreuit
cẽ	precem
eoꝝ	eorum

.	.
Scribant᷑	Scribantur
h̃	hec
in	in
gñatõe	generatione
alt̃a	altera
⁊	et
ppl̃s	populus
qͥ	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in
t̃ram	terram

aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemitũ	gemitum
ꝯpeditoꝝ	conpeditorum
	
ut	ut
solũet	solueret
filios	filios
int̃emtoꝝ	interemtorum
.	.
Ut	Ut
annũciẽt	annuncient
in	in
siõ	sion
nom̃	nomen
dñi	domini
	
⁊	et
laudem	laudem
ei᷒	eius
in	in
ihrl̃m	ierusalem
.	.

In	In
cõueniendo	conueniendo
ppl̃os	populos
ĩ	in
unũ	unum
⁊	et
reges	reges
	
ut	ut
seruiãt	seruiant
dño	domino
.	.
Respõdit	Respondit
ei	ei
ĩ	in
uia	uia
uͥtutis	uirtutis
sue	sue
	
paucitatẽ	paucitatem
dier̃	dierum
m̃oꝝ	meorum
nuncia	nuncia
mͥ	michi
.	.

Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dier̃	dierum
m̃oꝝ	meorum
	
in	in
gñatõe	generatione
⁊	et
gñatõem	generationem
ãni	anni
tui	tui
.	.
Inicio	Inicio
tu	tu
dñe	domine
t̃rã	terram
fũdasti	fundasti
	
⁊	et
oꝑa	opera
manuũ	manuum
tuar̃	tuarum

s̃	sunt
celi	celi
.	.
Ipsi	Ipsi
ꝑib̃t	peribunt
tu	tu
ã	autem
ꝑmanes	permanes
	
⁊	et
õs	omnes
sic̃	sicut
uestim̃tũ	uestimentum
uet̃ascẽt	ueterascent
.	.
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutab̃	mutabis
eos	eos
⁊	et
mutabũt᷑	mutabuntur
	
tu	tu
ã	autem

idẽ	idem
ip̃e	ipse
es	es
.	.
⁊	et
anni	anni
tui	tui
nõ	non
deficiẽt	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
habitab̃t	habitabunt
	
⁊	et
sem̃	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
diriget᷑	dirigetur
.	.
Dñe	Domine
exaudi	exaudi
or̃onem	orationem

meam	meam
	
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat
.	.
Nõ	Non
aũtas	auertas
faciem	faciem
tuã	tuam
a	a
me	me
ĩ	in
quacũq	quacumque
die	die
tͥbulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.

In	In
quacũq	quacumque
die	die
ĩuocauero	inuocauero
te	te
uelocit̃	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecer̃t	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
.	.
	et
ossa	ossa
mea	mea
sic̃	sicut
cremium	cremium
aruer̃t	aruerunt
.	.
Percussus	Percussus
sũ	sum

ut	ut
fenũ	fenum
.	.
	et
aruit	aruit
cor	cor
meũ	meum
.	.
	quia
oblitus	oblitus
sũ	sum
comed̃e	comedere
panem	panem
meu	meu
.	.
̃	m
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee

exꝓbrabant	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
	
	et
qͥ	qui
laudabant	laudabant
me	me
adũsũ	aduersum
me	me
iurabãt	iurabant
Quia	Quia
cinerẽ	cinerem
tãꝙͣ	tamquam
panẽ	panem
manducabã	manducabam
	
	et
potũ	potum
meũ	meum
cũ	cum
fletu	fletu
miscebam	miscebam
.	.

A	A
facie	facie
ire	ire
indignationis	indignationis
tue	tue
	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
ũbra	umbra
declinauer̃t	declinauerunt
	
	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aũ	autem
dñe	domine

ĩ	in
et̃nũ	eternum
ꝑmanes	permanes
.	.
	et
memoriale	memoriale
tuũ	tuum
ĩ	in
gñatione	generatione
	et
gñationem	generationem
.	.
Tu	Tu
exurgens	exurgens
dñe	domine
misereberis	misereberis
syon	syon
	quia
tẽpus	tempus
miserendi	miserendi
eius	eius
	quia
uenit	uenit
temp᷒	tempus
.	.

Qm̃	Quoniam
placuer̃t	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
t̃re	terre
	et
ei᷒	eius
miserebũtur	miserebuntur
.	.
Et	Et
timebũt	timebunt
gentes	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
.	.
	et
om̃s	omnes
reges	reges
t̃re	terre
gl̃am	gloriam
tuã	tuam
.	.

alt̃a	altera
.	.
	et
ppl̃s	populus
qui	qui
creabr̃	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in
t̃ram	terram
aspex̃	aspexit
.	.
Ut	Ut
audiret	audiret

	
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dieꝝ	dierum
meoꝝ	meorum
ñtia	nuntia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum

meoꝝ	meorum
ĩ	in
gñatione	generatione
	et
gñationẽ	generationem
anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t̃ram	terram
fundasti	fundasti
t̃rã	terram
.	.
	et
oꝑa	opera
manuum	manuum
tuaꝝ	tuarum
sunt	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibunt	peribunt
tu	tu

aũ	autem
ꝑmanes	permanes
.	.
	et
om̃s	omnes
sic̃	sicut
uestim̃tum	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sicut	sicut
oꝑtorium	opertorium
mutabis	mutabis
eos	eos
	et
mutabuntur	mutabuntur
tu	tu
aũ	autem
diem	diem
ip̃e	ipse
es	es
	et
anni	anni
tui	tui
ñ	non

deficient	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
	et
sem̃	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
dirigetur	dirigetur
.	.
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
.	.
⁊	et
clamor	clamor
m̃s	meus
ad	ad
te	te
uẽiat	ueniat
.	.

Non	Non
aũtas	auertas
faciẽ	faciem
tuam	tuam
a	a
me	me
ĩ	in
quac̃q	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
.	.
IN	IN
qͣc̃q	quacumque
die	die
ĩuocau͛o	inuocauero
te	te
	
uelocit̃	uelociter
exaudi	exaudi
me	me

ꝯed̃e	coedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit᷒	gemitus
m̃i	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
Simil̃	Similis
fc̃s	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sum	sum
sic̃	sicut
niticorax	niticorax
ĩ	in
domicilio	domicilio

.	.
Vigilaui	Vigilaui
⁊	et
fc̃s	factus
sum	sum
sic̃	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
mͥ	michi
inimici	inimici
m̃i	mei
⁊	et
qui	qui
laudabãt	laudabant
me	me
adũsũ	aduersum
me	me
iurabant	iurabant
.	.

Quia	Quia
ciñem	cinerem
tanqͣm	tanquam
panẽ	panem
manducabã	manducabam
⁊	et
potũ	potum
meum	meum
cũ	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
fatie	fatie
ire	ire
ĩdignationis	indignationis
tue	tue
.	.
	quia
eleuans	eleuans
allisisti	allisisti
me	me
Dies	Dies
m̃i	mei
sic̃	sicut

umbra	umbra
declinau͛unt	declinauerunt
⁊	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aũ	autem
dñe	domine
in	in
et͛nũ	eternum
ꝑmanes	permanes
.	.
⁊	et
memoriale	memoriale
tuũ	tuum
ĩ	in
gñatione	generatione
⁊	et
gñationẽ	generationem
.	.
Tu	Tu
exurgens	exurgens

dñe	domine
miserebis	miserebis
syon	syon
	quia
tp̃s	tempus
miserendi	miserendi
ei᷒	eius
	quia
uẽit	uenit
tp̃s	tempus
Q̃m	Quoniam
placuerũt	placuerunt
s̃uis	seruis
tuis	tuis
lapides	lapides
eius	eius
.	.
⁊	et
terre	terre
eius	eius
miserebunt᷑	miserebuntur
Et	Et
timeb̃t	timebunt
g̃s	gentes
nom̃	nomen

tuũ	tuum
dñe	domine
.	.
⁊	et
õs	omnes
reges	reges
t͛re	terre
gl̃iam	gloriam
tuã	tuam
.	.
Quia	Quia
edifficauit	edifficauit
domin᷒	dominus
syon	syon
⁊	et
uidebr̃	uidebitur
in	in
gl̃ia	gloria
sua	sua
.	.
Respexit	Respexit
ĩ	in
or̃onem	orationem
humiliũ	humilium
⁊	et

ñ	non
suit	spreuit
cem	precem
eoꝝ	eorum
.	.
Scribant᷑	Scribantur
hec	hec
in	in
gñatione	generatione
alt̃a	altera
⁊	et
ppl̃s	populus
qui	qui
c̃abr̃	creabitur
lauidabit	lauidabit
dñm	dominum
.	.
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
i	i
sc̃o	sancto
suo	suo
dñs	dominus

de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemitus	gemitus
ꝯpeditoꝝ	conpeditorum
⁊	et
solu͛t	soluert
filios	filios
int͛emptoꝝ	interemptorum
.	.
Vt	Vt
ãnũtiẽt	annuntient
ĩ	in
syon	syon
nomen	nomen
dñi	domini
⁊	et
laudẽ	laudem
ei᷒	eius
in	in
ierl̃m	ierusalem

.	.
IN	IN
ꝯueniendo	conueniendo
ppl̃os	populos
ĩ	in
unũ	unum
.	.
⁊	et
reges	reges
ũ	ut
s͛uiant	seruiant
dño	domino
.	.
Respondit	Respondit
ei	ei
ĩ	in
uia	uia
u͛tutis	uirtutis
sue	sue
i	i
paucitatẽ	paucitatem
dieꝝ	dierum
meoꝝ	meorum
nũcia	nuncia
mich̃	michi

.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dieꝝ	dierum
m̃orũ	meorum
in	in
gñatione	generatione
⁊	et
gñationẽ	generationem
anni	anni
tui	tui
.	.
INitio	INitio
tu	tu
domine	domine
t͛ram	terram
fũdasti	fundasti
⁊	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
s̃t	sunt

celi	celi
.	.
ip̃i	Ipsi
ꝑib̃t	peribunt
tu	tu
aut̃	autem
ꝑmanes	permanes
⁊	et
õs	omnes
sic̃	sicut
uestim̃tũ	uestimentum
uet͛escẽt	ueterescent
Et	Et
sic̃	sicut
oꝑtorũ	opertorum
mutab̃	mutabis
eos	eos
.	.
⁊	et
mutabũt᷑	mutabuntur
tu	tu
aũ	autem
idẽ	idem
ip̃e	ipse
es	es

⁊	et
ãni	anni
tui	tui
ñ	non
deficiẽt	deficient
.	.
Filii	Filii
s̃uoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
.	.
⁊	et
sem̃	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
diriget᷑	dirigetur
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
	et
clamor	clamor
m̃s	meus
ad	ad

exaudi	exaudi
me	me
.	.
qͥa	Quia
defecer̃t	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruer̃t	aruerunt
.	.
ꝑcussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
	quia

oblitus	oblitus
sũ	sum
ꝯmed̃e	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit᷒	gemitus
m̃i	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
Silĩs	Similis
fc̃s	factus
sũ	sum
pellicano	pellicano
solitud̃is	solitudinis
fc̃s	factus
sũ	sum
sic̃	sicut
nicticorax	nicticorax

ĩ	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
	et
fc̃s	factus
sũ	sum
sic̃	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrau͛nt	exprobrauerunt
ĩimici	inimici
mei	mei
	et
qui	qui
laudabãt	laudabant
me	me
adũsũ	aduersum
me	me
iurabant	iurabant

.	.
qͥa	Quia
ciñem	cinerem
tanꝙͣ	tanquam
panẽ	panem
manducabam	manducabam
	et
potũ	potum
meũ	meum
c̃	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
ĩdignationis	indignationis
tue	tue
	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei

sic̃	sicut
umbra	umbra
declinaũunt	declinauerunt
	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aũ	autem
dñe	domine
ĩ	in
et̃nũ	eternum
ꝑmanes	permanes
	et
memoriale	memoriale
tuũ	tuum
ĩ	in
generõne	generatione
	et
generõnem	generationem
.	.
Tu	Tu
exurgẽs	exurgens

dñe	domine
misereberis	misereberis
syon	syon
	quia
tp̃s	tempus
miserẽdi	miserendi
eius	eius
	quia
uenit	uenit
tp̃s	tempus
.	.
q̃m	Quoniam
placuer̃t	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	et
t̃re	terre
eius	eius
miserebũtur	miserebuntur
Et	Et
timebũt	timebunt
gñs	gentes
nom̃	nomen

tuũ	tuum
dñe	domine
	et
õs	omnes
reges	reges
t̃re	terre
gl̃iam	gloriam
tuam	tuam
.	.
qͥa	Quia
edificauit	edificauit
dñs	dominus
syon	syon
	et
uidebr̃	uidebitur
ĩ	in
gl̃ia	gloria
sua	sua
.	.
Respexit	Respexit
ĩ	in
or̃onem	orationem
hũiliũ	humilium
	et
ñ	non

suit	spreuit
cẽ	precem
eoꝝ	eorum
.	.
Scribantur	Scribantur
h̃	hec
ĩ	in
generõne	generatione
alt̃a	altera
	et
ppl̃s	populus
qui	qui
creabr̃	creabitur
laudabit	laudabit
dñm	dominum
.	.
qͥa	Quia
ꝓspex̃	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
do᷒	dominus
de	de
celo	celo

ĩ	in
terram	terram
aspex̃	aspexit
.	.
Vt	Vt
audiret	audiret
gemitus	gemitus
ꝯpeditoꝝ	conpeditorum
	et
solũet	solueret
filios	filios
ĩt̃emptoꝝ	interemptorum
.	.
Vt	Vt
anñtient	annuntient
ĩ	in
syon	syon
nom̃	nomen
dñi	domini
	et
laudẽ	laudem
eius	eius
ĩ	in
ierl̃m	ierusalem
.	.

In	In
ꝯueniẽdo	conueniendo
ppl̃os	populos
ĩ	in
unũ	unum
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
℞ndit	Respondit
ei	ei
ĩ	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dieꝝ	dierum
meoꝝ	meorum
nũtia	nuntia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces

me	me
ĩ	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
ĩ	in
generõne	generatione
	et
generõnẽ	generationem
anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t̃ram	terram
fũdasti	fundasti
	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
s̃t	sunt
celi	celi
.	.
Ip̃i	Ipsi

ꝑibũt	peribunt
tu	tu
aũ	autem
ꝑmanes	permanes
	et
õs	omnes
sicut	sicut
uestim̃t̃	uestimentum
uet̃ascent	ueterascent
.	.
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutab̃	mutabis
eos	eos
	et
mutabũtur	mutabuntur
tu	tu
aũ	autem
idem	idem
ip̃e	ipse
es	es
	et
anni	anni
tui	tui

ñ	non
deficiẽt	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
hĩtabũt	habitabunt
	et
sem̃	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
dirigetur	dirigetur
.	.
Domine	Domine
exaudi	exaudi
or̃onẽ	orationem
m̃ã	meam
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat
.	.

ñ	Non
aũtas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
ĩ	in
qͣcũ	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
.	.
In	In
qͣcũ	quacumque
die	die
ĩuocaũo	inuocauero
te	te
uelocit̃	uelociter
exaudi	exaudi
me	me
.	.

panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemit᷒	gemitus
m̃i	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
m̃e	mee
.	.
Simil̃	Similis
fc̃s	factus
sũ	sum
pellicano	pellicano
solitud̃is	solitudinis
fc̃s	factus
sũ	sum
sic̃	sicut
niticorax	niticorax
in	in
domicilio	domicilio
.	.

Vigilaui	Vigilaui
	et
fc̃s	factus
sũ	sum
sic̃	sicut
passer	passer
solitari᷒	solitarius
ĩ	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbabãt	exprobabant
mͥ	michi
ĩimici	inimici
m̃i	mei
	et
qͥ	qui
laudabãt	laudabant
me	me
adũsũ	aduersum
me	me
iurabant	iurabant
.	.
Quia	Quia

ciñem	cinerem
tãꝙͣ	tamquam
panẽ	panem
mãducaui	manducaui
	et
pocl̃um	poculum
meũ	meum
cũ	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
indignatõis	indignationis
tue	tue
	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
m̃i	mei
sic̃	sicit
umbra	umbra

declinauer̃	declinauerunt
	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
ãt	autem
dñe	domine
ĩ	in
et̃nũ	eternum
ꝑmanes	permanes
	et
memoriale	memoriale
tuũ	tuum
ĩ	in
gñatõe	generatione
	et
gñatõem	generationem
.	.
Tu	Tu
exurgens	exurgens
miser̃eb̃is	miserereberis
syon	syon

	quia
tẽp᷒	tempus
miserẽdi	miserendi
eius	eius
	quia
uenit	uenit
tẽp᷒	tempus
.	.
qm̃	quoniam
placuer̃	placuerunt
ẜuis	seruis
tuis	tuis
lapides	lapides
eius	eius
	et
t̃re	terre
eius	eius
miserebũt᷑	miserebuntur
.	.
Et	Et
timebũt	timebunt
gẽtes	gentes
ñn	nomen
tuũ	tuum
dñe	domine

	et
õs	omnes
reges	reges
t̃re	terre
gl̃am	gloriam
tuã	tuam
.	.
Quia	Quia
edificauit	edificauit
